Objectid ;Straat ;Type_en_merk ;Aantal ;geo_shape;geo_point_2d
1785;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477075047081723, 51.450171411317434]}";51.4501714113,5.47707504708
1793;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476991858617963, 51.449713736748016]}";51.4497137367,5.47699185862
1797;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476935573522998, 51.449431841683]}";51.4494318417,5.47693557352
1798;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476927489674506, 51.44937379911535]}";51.4493737991,5.47692748967
1799;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476916775188149, 51.4493240461233]}";51.4493240461,5.47691677519
1801;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476900657864869, 51.449226207935105]}";51.4492262079,5.47690065786
1803;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476873914279433, 51.449123407197646]}";51.4491234072,5.47687391428
1804;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476865833832572, 51.44906702752508]}";51.4490670275,5.47686583383
1805;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476857787330224, 51.4490205892893]}";51.4490205893,5.47685778733
1811;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4768014276317, 51.44870717994484]}";51.4487071799,5.47680142763
2028;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484579047508771, 51.44450206755404]}";51.4445020676,5.48457904751
2031;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484593770727921, 51.44443181778447]}";51.4444318178,5.48459377073
2032;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484598689138022, 51.44441115771014]}";51.4444111577,5.48459868914
2033;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484603595366803, 51.44439153134272]}";51.4443915313,5.48460359537
2034;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484460388995816, 51.44466225491915]}";51.4446622549,5.484460389
2036;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484470213802444, 51.444621968488995]}";51.4446219685,5.4844702138
2042;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48449640190433, 51.444498001860225]}";51.4444980019,5.4844964019
2047;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484520938953262, 51.44438230617958]}";51.4443823062,5.48452093895
2048;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484206591511076, 51.444234866712385]}";51.4442348667,5.48420659151
2049;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484241308991708, 51.44423897256869]}";51.4442389726,5.48424130899
2050;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484279337007848, 51.44424410935125]}";51.4442441094,5.48427933701
2052;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484371926900629, 51.44425745219444]}";51.4442574522,5.4843719269
2295;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483197926660444, 51.44222683408996]}";51.4422268341,5.48319792666
2296;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.4831641297966485, 51.44222199009268]}";51.4422219901,5.4831641298
2298;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483104317509608, 51.44221229565921]}";51.4422122957,5.48310431751
2302;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483494368051624, 51.4422672090862]}";51.4422672091,5.48349436805
2303;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483530782766249, 51.44227205082181]}";51.4422720508,5.48353078277
2306;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483650400862861, 51.44228820330497]}";51.4422882033,5.48365040086
2307;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48368940806837, 51.442294669792595]}";51.4422946698,5.48368940807
2308;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483723205041985, 51.44229951363756]}";51.4422995136,5.48372320504
2310;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483803819459902, 51.442310817444614]}";51.4423108174,5.48380381946
2311;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48384021985884, 51.44231565909553]}";51.4423156591,5.48384021986
2574;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472507903897715, 51.4426950639069]}";51.4426950639,5.4725079039
2575;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472500876609789, 51.44271381043114]}";51.4427138104,5.47250087661
2576;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472398576591872, 51.442703961868766]}";51.4427039619,5.47239857659
2578;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472409082653844, 51.442668691631035]}";51.4426686916,5.47240908265
2579;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472414344910148, 51.44265214862832]}";51.4426521486,5.47241434491
2585;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472458226548659, 51.44253529076679]}";51.4425352908,5.47245822655
2587;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473114998828782, 51.44292055654054]}";51.4429205565,5.47311499883
1812;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476793361733325, 51.44865080025466]}";51.4486508003,5.47679336173
1813;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476779976499544, 51.448596078571235]}";51.4485960786,5.4767799765
1814;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476769252596535, 51.44854135483861]}";51.4485413548,5.4767692526
1815;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478872337893851, 51.44717143615321]}";51.4471714362,5.47887233789
1820;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478846856309255, 51.447519407487675]}";51.4475194075,5.47884685631
1822;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478856143193902, 51.44740192729764]}";51.4474019273,5.47885614319
1825;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47896102536767, 51.44748809093407]}";51.4474880909,5.47896102537
1826;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478965676142548, 51.44743306764224]}";51.4474330676,5.47896567614
1829;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478974884924142, 51.44727692724952]}";51.4472769272,5.47897488492
2062;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485416698765788, 51.44497190275602]}";51.4449719028,5.48541669877
2064;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485498832747983, 51.444978413147254]}";51.4449784131,5.48549883275
2066;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485566234425935, 51.4449836235825]}";51.4449836236,5.48556623443
2067;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48559361336227, 51.444986225139516]}";51.4449862251,5.48559361336
2068;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485296560385126, 51.44491805405227]}";51.4449180541,5.48529656039
2070;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485304870469451, 51.444869364424115]}";51.4448693644,5.48530487047
2071;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485309034089018, 51.44484566678662]}";51.4448456668,5.48530903409
2321;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483957752224875, 51.442568997016785]}";51.442568997,5.48395775222
2322;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48396809981329, 51.442544620134164]}";51.4425446201,5.48396809981
2328;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.484022385233447, 51.44240323716399]}";51.4424032372,5.48402238523
2332;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.482673329991158, 51.442479083036396]}";51.442479083,5.48267332999
2333;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48268108162807, 51.44245795330619]}";51.4424579533,5.48268108163
2336;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.482709533125588, 51.44238969697905]}";51.442389697,5.48270953313
2338;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.482725047323853, 51.44234581954347]}";51.4423458195,5.48272504732
2346;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483087023253389, 51.44264770307874]}";51.4426477031,5.48308702325
2592;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473155394403789, 51.44282464458974]}";51.4428246446,5.4731553944
2593;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473277312466525, 51.44294798688692]}";51.4429479869,5.47327731247
2598;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473319435653208, 51.44284545794194]}";51.4428454579,5.47331943565
2599;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473326460554544, 51.44282561475276]}";51.4428256148,5.47332646055
2600;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473331724599775, 51.44281018630242]}";51.4428101863,5.4733317246
2602;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473211551148072, 51.44268132372932]}";51.4426813237,5.47321155115
2607;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473251921532696, 51.44257990170844]}";51.4425799017,5.47325192153
2608;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473260697040146, 51.44255784601623]}";51.442557846,5.47326069704
2611;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473398429582232, 51.44264701955441]}";51.4426470196,5.47339842958
2612;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4734054502578715, 51.44262497413957]}";51.4426249741,5.47340545026
2613;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473412456526184, 51.44260291974628]}";51.4426029197,5.47341245653
2621;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473636925332119, 51.44286065614702]}";51.4428606561,5.47363692533
2623;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473652717349271, 51.44282206505363]}";51.4428220651,5.47365271735
1833;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478988807776308, 51.44710443275371]}";51.4471044328,5.47898880778
1838;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.479002634165932, 51.44687690971359]}";51.4468769097,5.47900263417
1841;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47901185526223, 51.44673415342728]}";51.4467341534,5.47901185526
1842;Bisschopsmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.479014108470946, 51.44666724001545]}";51.44666724,5.47901410847
1845;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4784878451506085, 51.44785610834588]}";51.4478561083,5.47848784515
1847;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478567656256679, 51.44784274251341]}";51.4478427425,5.47856765626
1848;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4786049005349104, 51.44783606166606]}";51.4478360617,5.47860490053
1851;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47815595369344, 51.44780758661813]}";51.4478075866,5.47815595369
2075;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485325691213994, 51.44475881322664]}";51.4447588132,5.48532569121
2076;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485331949258704, 51.44473248913191]}";51.4447324891,5.48533194926
2077;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485336104381498, 51.44470485446375]}";51.4447048545,5.48533610438
2079;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485342319942874, 51.44465879128879]}";51.4446587913,5.48534231994
2080;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48534860083908, 51.44463641319909]}";51.4446364132,5.48534860084
2083;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485466918884083, 51.444827115859454]}";51.4448271159,5.48546691888
2085;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4854752601570524, 51.44478631824319]}";51.4447863182,5.48547526016
2086;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485479432201685, 51.444766575606415]}";51.4447665756,5.4854794322
2091;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485616476791483, 51.44484936233325]}";51.4448493623,5.48561647679
2095;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485633138994811, 51.44476513341626]}";51.4447651334,5.48563313899
2096;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485637310969044, 51.444745390773875]}";51.4447453908,5.48563731097
2103;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485573803532082, 51.444591486539764]}";51.4445914865,5.48557380353
2105;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485527424156302, 51.44456257321621]}";51.4445625732,5.48552742416
2353;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.482866002024788, 51.442618635768085]}";51.4426186358,5.48286600202
2356;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.482769784596029, 51.442608971071685]}";51.4426089711,5.4827697846
2357;Stationsweg;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48273077725865, 51.442602504276934]}";51.4426025043,5.48273077726
2362;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48323175092208, 51.4426683296429]}";51.4426683296,5.48323175092
2364;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483305372703141, 51.44267832721583]}";51.4426783272,5.4833053727
2367;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483406605647363, 51.442692616491186]}";51.4426926165,5.48340660565
2368;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483443407873298, 51.44269690063621]}";51.4426969006,5.48344340787
2369;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483475627803901, 51.44270405594441]}";51.4427040559,5.4834756278
2374;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483636665474906, 51.442724048299766]}";51.4427240483,5.48363666547
2624;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4736614927262695, 51.44280001832037]}";51.4428000183,5.47366149273
2626;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473673785569462, 51.44276694886567]}";51.4427669489,5.47367378557
2636;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473714813261706, 51.443012686550055]}";51.4430126866,5.47371481326
2640;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473884161216044, 51.44304011981176]}";51.4430401198,5.47388416122
1859;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478269679281725, 51.44700591542712]}";51.4470059154,5.47826967928
1863;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478268911728126, 51.447529344043396]}";51.447529344,5.47826891173
1870;Keersoppermolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478288984868869, 51.44720092741876]}";51.4472009274,5.47828898487
1871;Borchmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478438759620244, 51.44656710015972]}";51.4465671002,5.47843875962
1873;Borchmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478090772584313, 51.44656487350531]}";51.4465648735,5.47809077258
1876;Borchmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477976641452831, 51.44649872506759]}";51.4464987251,5.47797664145
1877;Borchmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478086644140516, 51.4464998886681]}";51.4464998887,5.47808664414
1878;Borchmolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478176642626219, 51.44650356664808]}";51.4465035666,5.47817664263
2108;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485451523369855, 51.44451790068823]}";51.4445179007,5.48545152337
2109;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485428319376487, 51.44450344851079]}";51.4445034485,5.48542831938
2113;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485958120345725, 51.44508329077447]}";51.4450832908,5.48595812035
2115;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486019190273494, 51.445087184984196]}";51.445087185,5.48601919027
2116;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486063416206068, 51.44509110245412]}";51.4450911025,5.48606341621
2117;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486113956838685, 51.44509500555418]}";51.4450950056,5.48611395684
2376;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483701075869426, 51.44273117687811]}";51.4427311769,5.48370107587
2377;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483730988426864, 51.44273546664265]}";51.4427354666,5.48373098843
2382;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.482893205133424, 51.44245588254012]}";51.4424558825,5.48289320513
2384;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.482835793408726, 51.44250048654885]}";51.4425004865,5.48283579341
2393;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483171575239737, 51.44249301930932]}";51.4424930193,5.48317157524
2394;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483206093333971, 51.44249874359925]}";51.4424987436,5.48320609333
2395;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483242895365309, 51.44250301881908]}";51.4425030188,5.48324289537
2397;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483300415710909, 51.44251016229097]}";51.4425101623,5.48330041571
2400;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483406244932782, 51.44252157139866]}";51.4425215714,5.48340624493
2641;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473921211701862, 51.44304669888452]}";51.4430466989,5.4739212117
2642;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473970567776182, 51.443034545376605]}";51.4430345454,5.47397056778
2647;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474009192447094, 51.44293862546261]}";51.4429386255,5.47400919245
2650;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474033777979499, 51.44288019875681]}";51.4428801988,5.47403377798
2651;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474040792382898, 51.44286255775631]}";51.4428625578,5.47404079238
2652;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474047810972632, 51.442847118976054]}";51.442847119,5.47404781097
2655;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474067115843272, 51.44279531186287]}";51.4427953119,5.47406711584
2657;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474081161081482, 51.44276113545125]}";51.4427611355,5.47408116108
2663;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473748158091234, 51.44293110757264]}";51.4429311076,5.47374815809
2668;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473783271715841, 51.4428418060034]}";51.442841806,5.47378327172
2672;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473813117422229, 51.44277345194071]}";51.4427734519,5.47381311742
2673;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473821903172985, 51.442756915241404]}";51.4427569152,5.47382190317
1881;Stevertsemolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.480776476218642, 51.44834129732044]}";51.4483412973,5.48077647622
1886;Stevertsemolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.480871013081024, 51.448535637157036]}";51.4485356372,5.48087101308
1887;Stevertsemolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.481052380168778, 51.44905093715079]}";51.4490509372,5.48105238017
1889;Stevertsemolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48103298071926, 51.44892832042144]}";51.4489283204,5.48103298072
1891;Venbergsemolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48149766442028, 51.449089291556135]}";51.4490892916,5.48149766442
1892;Venbergsemolen;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.481483397703038, 51.44907024713848]}";51.4490702471,5.4814833977
1899;Venbergsemolen;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.481666816331, 51.44929365557098]}";51.4492936556,5.48166681633
2125;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486391967889886, 51.44511714183693]}";51.4451171418,5.48639196789
2128;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485802178534956, 51.44502947295493]}";51.445029473,5.48580217853
2130;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485812602427088, 51.444987361205854]}";51.4449873612,5.48581260243
2132;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485818831928683, 51.44494129799459]}";51.444941298,5.48581883193
2135;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485831301970167, 51.44486759833082]}";51.4448675983,5.48583130197
2136;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48583756827033, 51.44484522022753]}";51.4448452202,5.48583756827
2140;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485856324632938, 51.44475178510833]}";51.4447517851,5.48585632463
2142;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485864659694182, 51.4447149334947]}";51.4447149335,5.48586465969
2143;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485968432988255, 51.44498986280038]}";51.4449898628,5.48596843299
2144;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4859725962732, 51.44496616513972]}";51.4449661651,5.48597259627
2145;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485976756731315, 51.444941164124415]}";51.4449411641,5.48597675673
2147;Professor Dr Dorgelolaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485987180575945, 51.44489247265455]}";51.4448924727,5.48598718058
2402;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483472956383402, 51.44252870719032]}";51.4425287072,5.48347295638
2408;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483663899762465, 51.4425501039743]}";51.442550104,5.48366389976
2412;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483797353264114, 51.44257873909304]}";51.4425787391,5.48379735326
2413;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483824967413975, 51.44258446892758]}";51.4425844689,5.48382496741
2415;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483712330332343, 51.44261186992927]}";51.4426118699,5.48371233033
2430;Stationsweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483364913629925, 51.442558980431784]}";51.4425589804,5.48336491363
2680;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473818768364584, 51.442961913146675]}";51.4429619131,5.47381876836
2682;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473832811741169, 51.44292663116044]}";51.4429266312,5.47383281174
2685;Eindje;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4738573914749935, 51.442872608943574]}";51.4428726089,5.47385739147
