Objectid ;Straat ;Type_en_merk ;Aantal ;Lon;Lat;geo_point_2d
1380;Kruisstraat;Parkeerplaats;1;5,473381318;51,44988363;"51,4498836278;5,47338131758"
1381;Kruisstraat;Parkeerplaats;1;5,473355074;51,44990438;"51,4499043841;5,47335507384"
1382;Kruisstraat;Parkeerplaats;1;5,473328841;51,44992342;"51,4499234235;5,47332884123"
1385;Weverstraat;Parkeerplaats;1;5,474860212;51,44883613;"51,4488361261;5,47486021219"
1391;Weverstraat;Parkeerplaats;1;5,475173205;51,44886232;"51,4488623166;5,47517320513"
1395;Weverstraat;Parkeerplaats;1;5,47529627;51,44864449;"51,4486444911;5,47529626977"
1398;Weverstraat;Parkeerplaats;1;5,475357276;51,44870257;"51,4487025747;5,47535727563"
1400;Weverstraat;Parkeerplaats;1;5,475391172;51,44873426;"51,448734261;5,47539117152"
1401;Weverstraat;Parkeerplaats;1;5,47534694;51,44860217;"51,4486021701;5,47534693987"
1403;Weverstraat;Parkeerplaats;1;5,475389309;51,44864865;"51,4486486454;5,47538930852"
1406;Weverstraat;Parkeerplaats;1;5,475440156;51,44869829;"51,4486982872;5,47544015642"
1411;Weverstraat;Parkeerplaats;1;5,475526213;51,44858829;"51,4485882906;5,4755262131"
1412;Weverstraat;Parkeerplaats;1;5,475543165;51,44860625;"51,448606246;5,47554316514"
1415;Weverstraat;Parkeerplaats;1;5,47559231;51,44865272;"51,4486527161;5,47559230953"
1421;Weverstraat;Parkeerplaats;1;5,476020175;51,44860061;"51,4486006067;5,47602017533"
1423;Weverstraat;Parkeerplaats;1;5,476140191;51,44855506;"51,4485550594;5,47614019055"
1425;Weverstraat;Parkeerplaats;1;5,475705656;51,44866215;"51,448662149;5,47570565644"
1427;Weverstraat;Parkeerplaats;1;5,475847647;51,44860601;"51,4486060146;5,4758476469"
1430;Weverstraat;Parkeerplaats;1;5,47612146;51,44849588;"51,4484958834;5,47612146046"
1431;Weverstraat;Parkeerplaats;1;5,476190761;51,44846941;"51,4484694127;5,47619076086"
1433;Weverstraat;Parkeerplaats;1;5,476444389;51,44841003;"51,4484100282;5,47644438869"
1434;Weverstraat;Parkeerplaats;1;5,476530647;51,44840468;"51,4484046767;5,47653064732"
1435;Weverstraat;Parkeerplaats;1;5,476615208;51,44839933;"51,4483993265;5,47661520846"
1349;Kruisstraat;Parkeerplaats;1;5,474384694;51,4489613;"51,4489612998;5,47438469376"
1350;Kruisstraat;Parkeerplaats;1;5,474266811;51,44908523;"51,4490852338;5,47426681053"
1358;Kruisstraat;Parkeerplaats;1;5,47406499;51,44929431;"51,4492943082;5,47406499037"
1365;Kruisstraat;Parkeerplaats;1;5,47394942;51,44942493;"51,4494249278;5,47394941982"
1366;Kruisstraat;Parkeerplaats;1;5,473927832;51,44944295;"51,4494429481;5,47392783237"
1367;Kruisstraat;Parkeerplaats;1;5,473903396;51,44946817;"51,4494681706;5,47390339584"
1369;Kruisstraat;Parkeerplaats;1;5,473733474;51,44960596;"51,4496059584;5,47373347422"
1371;Kruisstraat;Parkeerplaats;1;5,473671335;51,44965526;"51,4496552625;5,4736713349"
1373;Kruisstraat;Parkeerplaats;1;5,473610568;51,44970025;"51,4497002509;5,4736105683"
1374;Kruisstraat;Parkeerplaats;1;5,473587079;51,44971668;"51,4497166817;5,47358707865"
1375;Kruisstraat;Parkeerplaats;1;5,473564984;51,44973312;"51,4497331203;5,47356498443"
1438;Weverstraat;Parkeerplaats;1;5,47644955;51,4484597;"51,4484596956;5,47644954951"
1442;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476777104;51,44814447;"51,4481444722;5,4767771045"
1444;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476770256;51,44810748;"51,4481074802;5,47677025639"
1447;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476758285;51,44803984;"51,4480398407;5,47675828451"
1450;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476748016;51,44797538;"51,4479753819;5,47674801637"
1451;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476741191;51,44795001;"51,4479500121;5,47674119112"
1500;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476696189;51,44742685;"51,4474268524;5,47669618909"
1509;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47666534;51,44721759;"51,447217593;5,4766653399"
1513;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476656705;51,44712776;"51,4471277579;5,47665670535"
1516;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1;5,476577779;51,44656445;"51,4465644539;5,47657777901"
1519;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476641238;51,44700834;"51,4470083374;5,47664123753"
1522;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476634365;51,44695126;"51,4469512647;5,47663436472"
1526;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476622348;51,44686037;"51,4468603715;5,47662234777"
1527;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476622306;51,44683923;"51,4468392302;5,47662230632"
1534;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476594905;51,4466712;"51,4466711991;5,47659490471"
1536;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476582973;51,44662364;"51,4466236403;5,47658297281"
1540;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,4765038;51,44592611;"51,4459261086;5,47650379988"
1544;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476491792;51,44583944;"51,4458394401;5,47649179173"
1549;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476476356;51,44572847;"51,4457284689;5,4764763557"
1552;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476459198;51,44560482;"51,4456048249;5,47645919757"
1553;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476457455;51,44558157;"51,4455815726;5,47645745471"
1453;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47673095;51,44789929;"51,447899288;5,47673094998"
1455;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476719009;51,4478475;"51,4478475045;5,47671900933"
1456;Gildelaan;Parkeerplaats;1;5,476316271;51,44776854;"51,4477685424;5,47631627086"
1463;Gildelaan;Parkeerplaats;1;5,476256855;51,44766289;"51,4476628901;5,47625685523"
1464;Gildelaan;Parkeerplaats;1;5,476299147;51,44766286;"51,4476628578;5,47629914748"
1465;Gildelaan;Parkeerplaats;1;5,47634482;51,44766282;"51,4476628228;5,47634482024"
1467;Gildelaan;Parkeerplaats;1;5,476199554;51,44777074;"51,447770744;5,47619955385"
1468;Gildelaan;Parkeerplaats;1;5,476155578;51,44777078;"51,4477707776;5,47615557843"
1469;Gildelaan;Parkeerplaats;1;5,476106525;51,44777082;"51,4477708151;5,47610652506"
1475;Gildelaan;Parkeerplaats;1;5,475820643;51,44776787;"51,4477678691;5,47582064273"
1476;Gildelaan;Parkeerplaats;1;5,475773287;51,44776791;"51,4477679051;5,47577328681"
1477;Gildelaan;Parkeerplaats;1;5,475724229;51,44776582;"51,4477658211;5,47572422932"
1480;Gildelaan;Parkeerplaats;1;5,475597346;51,44776275;"51,4477627535;5,47559734614"
1481;Gildelaan;Parkeerplaats Gehandicapten;1;5,47570371;51,44765909;"51,4476590873;5,47570371038"
1484;Gildelaan;Parkeerplaats;1;5,475847496;51,44766215;"51,4476621509;5,47584749581"
1486;Gildelaan;Parkeerplaats;1;5,475940537;51,44766102;"51,4476610193;5,47594053671"
1491;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476533902;51,44747348;"51,4474734844;5,47653390177"
1492;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47653047;51,44745446;"51,4474544581;5,47653046964"
1493;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476713427;51,44759067;"51,4475906666;5,47671342737"
1497;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476703091;51,44749872;"51,4474987205;5,47670309108"
1556;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476450574;51,44552027;"51,4455202662;5,47645057407"
1560;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476441955;51,44543783;"51,4454378287;5,47644195474"
1569;Dr Willem Dreesstraat;Parkeerplaats;1;5,473706788;51,44713224;"51,4471322436;5,47370678752"
1602;Pastoor Petersstraat;Parkeerplaats;1;5,474293004;51,44515062;"51,4451506235;5,47429300421"
1614;Pastoor Petersstraat;Parkeerplaats;1;5,474560889;51,44531081;"51,4453108075;5,47456088859"
1618;Pastoor Petersstraat;Parkeerplaats;1;5,473235771;51,44483918;"51,4448391794;5,47323577144"
1625;Pastoor Petersstraat;Parkeerplaats;1;5,472839879;51,44472707;"51,4447270681;5,47283987906"
1627;Pastoor Petersstraat;Parkeerplaats;1;5,472906309;51,44474449;"51,4447444931;5,47290630933"
1630;Pastoor Petersstraat;Parkeerplaats;1;5,472998976;51,44476954;"51,4447695392;5,47299897642"
1638;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476892702;51,44861861;"51,4486186073;5,47689270192"
1571;Dr Willem Dreesstraat;Parkeerplaats;1;5,473767446;51,44703953;"51,4470395254;5,47376744564"
1575;Dr Willem Dreesstraat;Parkeerplaats;1;5,473869825;51,44688143;"51,4468814284;5,47386982503"
1576;Dr Willem Dreesstraat;Parkeerplaats;1;5,473905844;51,44682794;"51,446827937;5,47390584383"
1580;Dr Willem Dreesstraat;Parkeerplaats;1;5,474116369;51,44654976;"51,4465497606;5,47411636879"
1586;Dr Willem Dreesstraat;Parkeerplaats;1;5,474060954;51,44640366;"51,4464036642;5,47406095373"
1590;Dr Willem Dreesstraat;Parkeerplaats;1;5,474288895;51,4462835;"51,4462834952;5,47428889515"
1596;Pastoor Petersstraat;Parkeerplaats;1;5,47448696;51,44520167;"51,4452016686;5,47448695974"
1598;Pastoor Petersstraat;Parkeerplaats;1;5,474421392;51,44518466;"51,4451846573;5,47442139205"
1639;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476951941;51,44893287;"51,4489328683;5,47695194092"
1643;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476936633;51,44884426;"51,4488442608;5,47693663302"
1646;Veldmaarschalk Montgomerylaan;Parkeerplaats Afgekruist;1;5,476959543;51,44895059;"51,4489505881;5,47695954258"
1654;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,476976728;51,44903565;"51,4490356525;5,4769767281"
1715;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477270922;51,45058458;"51,4505845767;5,47727092181"
1718;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477287791;51,45066202;"51,450662019;5,47728779137"
1719;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477292011;51,45068638;"51,450686384;5,47729201146"
1721;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477300463;51,45073337;"51,4507333702;5,47730046259"
1723;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477307508;51,45077514;"51,4507751351;5,47730750798"
1724;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1;5,477341308;51,45096046;"51,4509604641;5,47734130758"
1725;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47731312;51,45079776;"51,4507977552;5,47731312009"
1726;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477318748;51,45082125;"51,4508212472;5,47731874833"
1727;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477322963;51,450843;"51,4508429965;5,47732296328"
1728;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477327194;51,45086563;"51,4508656267;5,47732719436"
1731;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47733984;51,45092392;"51,4509239174;5,4773398399"
1732;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477342667;51,45094219;"51,4509421891;5,47734266692"
1734;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477388798;51,45122321;"51,4512232109;5,47738879799"
1736;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47739832;51,45127323;"51,4512732255;5,4773983199"
1740;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,47742051;51,45137817;"51,4513781689;5,47742050971"
1743;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477434767;51,45144388;"51,451443883;5,47743476707"
1744;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477439512;51,45146447;"51,4514644723;5,47743951214"
1746;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477449015;51,45150468;"51,4515046802;5,47744901475"
1747;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477449059;51,45152724;"51,4515272418;5,47744905939"
1749;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477457013;51,45157727;"51,4515772665;5,47745701333"
1750;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477461768;51,45160276;"51,4516027636;5,47746176814"
1751;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477466533;51,4516263;"51,4516263013;5,47746653345"
1752;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477471281;51,45164788;"51,4516478794;5,47747128051"
1754;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477476076;51,45169398;"51,4516939785;5,4774760761"
1755;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477480841;51,45171752;"51,4517175161;5,47748084144"
1756;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477482448;51,45173714;"51,4517371371;5,47748244839"
1758;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477491959;51,45178126;"51,4517812641;5,47749195886"
1760;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477498327;51,45182933;"51,4518293305;5,4774983265"
1761;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477499935;51,45184992;"51,4518499223;5,47749993539"
1658;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477013012;51,44921995;"51,4492199461;5,47701301174"
1660;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1;5,477028283;51,44928965;"51,4492896504;5,47702828269"
1666;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477051206;51,44941015;"51,4494101527;5,47705120622"
1671;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477076681;51,44955525;"51,4495552461;5,47707668145"
1673;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477086538;51,44960745;"51,4496074536;5,47708653785"
1675;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477096382;51,44965357;"51,4496535669;5,47709638227"
1676;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477103402;51,44968228;"51,4496822802;5,47710340158"
1677;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477107613;51,44970229;"51,4497022947;5,4771076129"
1679;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477114665;51,44974057;"51,449740572;5,47711466546"
1683;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477130147;51,44982932;"51,4498293231;5,47713014692"
1687;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477148425;51,44991372;"51,4499137215;5,4771484251"
1689;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477156869;51,44995723;"51,4499572291;5,47715686908"
1690;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477161079;51,44997637;"51,4499763717;5,47716107874"
1698;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477201965;51,45022523;"51,4502252273;5,47720196528"
1699;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477206182;51,45024785;"51,4502478485;5,47720618184"
1703;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477220282;51,45032877;"51,4503287715;5,47722028154"
1707;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477237131;51,4504036;"51,4504035981;5,47723713137"
1710;Veldmaarschalk Montgomerylaan;Parkeerplaats;1;5,477251211;51,45047408;"51,4504740763;5,47725121054"
2992;Stationsplein;Parkeerplaats;1;5,480717371;51,44207717;"51,4420771692;5,48071737059"
3001;Stationsweg;Parkeerplaats;1;5,482585612;51,44187019;"51,4418701905;5,48258561202"
3002;Stationsweg;Parkeerplaats;1;5,482686682;51,44188321;"51,4418832132;5,48268668206"
3005;Stationsweg;Parkeerplaats;1;5,481685489;51,44174463;"51,4417446337;5,48168548874"
3007;Stationsweg;Parkeerplaats Afgekruist;1;5,4814967;51,44171977;"51,4417197713;5,48149670004"
3008;Stationsweg;Parkeerplaats Afgekruist;1;5,481414691;51,44170792;"51,4417079187;5,48141469094"
3232;Gagelstraat;Parkeerplaats;1;5,471073468;51,44068108;"51,4406810805;5,4710734679"
3234;Gagelstraat;Parkeerplaats;1;5,471171421;51,44073104;"51,4407310408;5,47117142136"
3729;Bomanshof;Parkeerplaats;1;5,483564762;51,43087273;"51,4308727292;5,48356476244"
3730;Bomanshof;Parkeerplaats;1;5,483591246;51,43087743;"51,4308774263;5,48359124566"
3733;Bomanshof;Parkeerplaats;1;5,483549746;51,43092551;"51,4309255141;5,48354974636"
3734;Bomanshof;Parkeerplaats;1;5,483520754;51,43091766;"51,430917664;5,48352075436"
3736;Bomanshof;Parkeerplaats;1;5,483472842;51,4309114;"51,4309114026;5,48347284184"
3738;Bomanshof;Parkeerplaats;1;5,483413588;51,43090042;"51,4309004225;5,48341358804"
3740;Bomanshof;Parkeerplaats;1;5,483344235;51,43088709;"51,4308870866;5,48334423466"
3741;Bomanshof;Parkeerplaats;1;5,483283967;51,43098876;"51,4309887624;5,48328396724"
3744;Bomanshof;Parkeerplaats;1;5,483378521;51,43100523;"51,4310052325;5,48337852093"
3012;Dommelstraat;Parkeerplaats;1;5,483619762;51,44145031;"51,4414503139;5,48361976236"
3014;Dommelstraat;Parkeerplaats;1;5,483788466;51,44145188;"51,4414518819;5,48378846604"
3015;Dommelstraat;Parkeerplaats;1;5,483857047;51,44145269;"51,4414526879;5,48385704677"
3018;Dommelstraat;Parkeerplaats;1;5,484140963;51,44145588;"51,4414558765;5,48414096322"
3019;Dommelstraat;Parkeerplaats;1;5,484239722;51,44145751;"51,4414575111;5,48423972164"
3020;Frederiklaan;Parkeerplaats;1;5,467250088;51,44034087;"51,4403408732;5,46725008784"
3023;Frederiklaan;Parkeerplaats;1;5,467415762;51,44011113;"51,4401111345;5,46741576243"
3026;Aletta Jacobsplein;Parkeerplaats;1;5,470427053;51,44378694;"51,4437869409;5,47042705344"
3240;Biesterdwarsweg;Parkeerplaats;1;5,48695177;51,42647185;"51,4264718502;5,4869517701"
3242;Biesterdwarsweg;Parkeerplaats;1;5,487002908;51,4265217;"51,4265217025;5,48700290833"
3243;Biesterdwarsweg;Parkeerplaats;1;5,487090939;51,42651134;"51,426511344;5,4870909394"
3249;Biesterweg;Parkeerplaats;1;5,488079819;51,42674535;"51,4267453477;5,48807981853"
3251;Biesterweg;Parkeerplaats;1;5,487938004;51,42668064;"51,4266806351;5,48793800382"
3252;Biesterweg;Parkeerplaats;1;5,487839772;51,42664252;"51,4266425182;5,48783977192"
3253;Biesterweg;Parkeerplaats;1;5,487760995;51,42661132;"51,4266113236;5,48776099517"
3254;Biesterweg;Parkeerplaats;1;5,487682217;51,42657955;"51,4265795537;5,48768221727"
3256;Biesterweg;Parkeerplaats;1;5,487552483;51,4265351;"51,4265350997;5,48755248299"
3260;Gagelstraat;Parkeerplaats;1;5,469771094;51,44035584;"51,4403558398;5,46977109401"
3261;Gagelstraat;Parkeerplaats;1;5,46988084;51,4403743;"51,4403742965;5,46988083972"
3264;Gagelstraat;Parkeerplaats;1;5,470171542;51,44042783;"51,4404278329;5,47017154236"
3478;Biesterweg;Parkeerplaats;1;5,48895987;51,42672553;"51,4267255259;5,48895987049"
3487;Bomanshof;Parkeerplaats;1;5,484452154;51,4302914;"51,4302914035;5,48445215395"
3489;Bomanshof;Parkeerplaats;1;5,484383882;51,43027902;"51,4302790202;5,48438388169"
3493;Bomanshof;Parkeerplaats;1;5,484148979;51,43035505;"51,4303550535;5,48414897908"
3494;Bomanshof;Parkeerplaats;1;5,48414428;51,43036986;"51,4303698618;5,48414427964"
3495;Bomanshof;Parkeerplaats;1;5,484136727;51,43038883;"51,4303888342;5,48413672749"
3503;Bomanshof;Parkeerplaats;1;5,484033876;51,43060162;"51,4306016189;5,48403387561"
3507;Bomanshof;Parkeerplaats;1;5,483988578;51,43069586;"51,4306958579;5,48398857807"
3745;Bomanshof;Parkeerplaats;1;5,483408772;51,43100993;"51,4310099265;5,48340877173"
3747;Bomanshof;Parkeerplaats;1;5,483475589;51,4310209;"51,4310209004;5,48347558948"
3748;Bomanshof;Parkeerplaats;1;5,483508376;51,43102797;"51,4310279654;5,48350837617"
3749;Bomanshof;Parkeerplaats;1;5,483539897;51,43103503;"51,4310350314;5,48353989744"
3754;Bomanshof;Parkeerplaats;1;5,483392529;51,43107454;"51,4310745416;5,48339252934"
3755;Bomanshof;Parkeerplaats;1;5,483357226;51,43106748;"51,4310674787;5,48335722615"
3759;Jan Smitzlaan;Parkeerplaats;1;5,482356653;51,43280208;"51,4328020821;5,48235665348"
3761;Bomanshof;Parkeerplaats;1;5,483156564;51,43093529;"51,4309352949;5,48315656403"
3766;Bomanshof;Parkeerplaats;1;5,483110132;51,43103145;"51,4310314491;5,48311013236"
3030;Aletta Jacobsplein;Parkeerplaats;1;5,470553391;51,44363917;"51,4436391667;5,47055339073"
3031;Aletta Jacobsplein;Parkeerplaats;1;5,470580763;51,4436075;"51,4436074979;5,4705807629"
3036;Aletta Jacobsplein;Parkeerplaats;1;5,47058532;51,44379474;"51,4437947376;5,47058531955"
3038;Aletta Jacobsplein;Parkeerplaats;1;5,470627585;51,44382899;"51,4438289901;5,4706275846"
3042;Aletta Jacobsplein;Parkeerplaats;1;5,470714241;51,44390409;"51,4439040912;5,4707142414"
3044;Aletta Jacobsplein;Parkeerplaats;1;5,470775477;51,4439291;"51,4439290987;5,47077547655"
3047;Aletta Jacobsplein;Parkeerplaats;1;5,470876814;51,443962;"51,4439619963;5,47087681435"
3048;Aletta Jacobsplein;Parkeerplaats;1;5,470908493;51,44397252;"51,4439725172;5,47090849278"
3052;Aletta Jacobsplein;Parkeerplaats;1;5,470655342;51,44370131;"51,4437013132;5,4706553422"
3266;Gagelstraat;Parkeerplaats;1;5,47037919;51,44046846;"51,4404684573;5,47037918982"
3267;Gagelstraat;Parkeerplaats;1;5,470468185;51,44048878;"51,44048878;5,47046818496"
3273;Gagelstraat;Parkeerplaats;1;5,469695285;51,44027776;"51,440277764;5,46969528474"
3280;Gagelstraat;Parkeerplaats;1;5,470116703;51,4403498;"51,4403497964;5,47011670252"
3283;Gagelstraat;Parkeerplaats;1;5,470251013;51,44037574;"51,4403757408;5,47025101349"
3284;Gagelstraat;Parkeerplaats;1;5,470340548;51,44039207;"51,4403920722;5,47034054767"
3286;Gagelstraat;Parkeerplaats;1;5,470555159;51,44044978;"51,4404497788;5,47055515886"
3288;Gagelstraat;Parkeerplaats;1;5,470711073;51,44048343;"51,4404834285;5,47071107317"
3512;Bomanshof;Parkeerplaats;1;5,484326157;51,43041842;"51,4304184199;5,48432615666"
3515;Bomanshof;Parkeerplaats;1;5,484430561;51,43043556;"51,430435564;5,48443056109"
3520;Bomanshof;Parkeerplaats;1;5,484614751;51,43046926;"51,4304692614;5,48461475083"
3521;Bomanshof;Parkeerplaats;1;5,484631494;51,43047171;"51,4304717103;5,48463149405"
3523;Bomanshof;Parkeerplaats;1;5,484682721;51,43048152;"51,430481519;5,48468272119"
3526;Bomanshof;Parkeerplaats;1;5,484796963;51,43049927;"51,4304992659;5,48479696292"
3770;Bomanshof;Parkeerplaats;1;5,483156978;51,43113225;"51,4311322455;5,48315697845"
3771;Bomanshof;Parkeerplaats;1;5,483182179;51,43113538;"51,4311353798;5,48318217867"
3778;Bomanshof;Parkeerplaats;1;5,483411655;51,43117694;"51,4311769428;5,48341165496"
3779;Bomanshof;Parkeerplaats;1;5,483448208;51,43118321;"51,4311832137;5,48344820762"
3781;Bomanshof;Parkeerplaats;1;5,483520086;51,43120048;"51,4312004844;5,48352008629"
3782;Bomanshof;Parkeerplaats;1;5,483546559;51,43120676;"51,4312067636;5,48354655866"
3791;Bomanshof;Parkeerplaats;1;5,483650969;51,43111057;"51,4311105701;5,48365096934"
3058;Aletta Jacobsplein;Parkeerplaats;1;5,470802568;51,44381495;"51,4438149501;5,47080256815"
3065;Aletta Jacobsplein;Parkeerplaats;1;5,470711252;51,44364586;"51,4436458579;5,47071125157"
3068;Aletta Jacobsplein;Parkeerplaats;1;5,470788346;51,44369101;"51,4436910066;5,47078834554"
3070;Aletta Jacobsplein;Parkeerplaats;1;5,470832746;51,44372889;"51,4437288889;5,47083274611"
3295;Biesterweg;Parkeerplaats;1;5,487129891;51,4263669;"51,4263668984;5,4871298905"
3297;Biesterweg;Parkeerplaats;1;5,487100523;51,426272;"51,4262720031;5,4871005232"
3300;Biesterweg;Parkeerplaats;1;5,487049915;51,42611616;"51,4261161648;5,48704991516"
3312;Biesterweg;Parkeerplaats;1;5,48697389;51,42583699;"51,4258369876;5,48697389"
3527;Bomanshof;Parkeerplaats;1;5,484845228;51,43050908;"51,430509077;5,48484522791"
3532;Bomanshof;Parkeerplaats;1;5,484877857;51,43056997;"51,4305699749;5,48487785654"
3548;Bomanshof;Parkeerplaats;1;5,484387323;51,43047684;"51,4304768402;5,484387323"
3549;Bomanshof;Parkeerplaats;1;5,484349894;51,43047071;"51,4304707142;5,48434989392"
3550;Bomanshof;Parkeerplaats;1;5,484312462;51,43046336;"51,4304633567;5,48431246222"
3554;Bomanshof;Parkeerplaats;1;5,484219121;51,43055022;"51,4305502202;5,48421912135"
3809;Jan Smitzlaan;Parkeerplaats;1;5,481504745;51,4323446;"51,4323446045;5,48150474459"
3812;Jan Smitzlaan;Parkeerplaats;1;5,481752354;51,43245322;"51,4324532206;5,48175235417"
3814;Jan Smitzlaan;Parkeerplaats;1;5,482032036;51,43256324;"51,4325632392;5,48203203601"
3815;Jan Smitzlaan;Parkeerplaats;1;5,482130613;51,43260468;"51,4326046775;5,48213061343"
3817;Jan Smitzlaan;Parkeerplaats;1;5,482398856;51,43271757;"51,432717572;5,4823988563"
3818;Jan Smitzlaan;Parkeerplaats;1;5,482552459;51,43278188;"51,4327818771;5,48255245859"
3819;Elzentlaan;Parkeerplaats;1;5,480840562;51,43238667;"51,4323866684;5,48084056152"
3823;Elzentlaan;Parkeerplaats;1;5,480609683;51,4326102;"51,4326102045;5,48060968308"
3824;Elzentlaan;Parkeerplaats;1;5,48056625;51,43265749;"51,4326574929;5,48056625042"
3825;Elzentlaan;Parkeerplaats;1;5,480477095;51,43274347;"51,4327434691;5,48047709514"
3829;Elzentlaan;Parkeerplaats;1;5,480305631;51,43290969;"51,4329096902;5,48030563137"
3833;Jan Smitzlaan;Parkeerplaats;1;5,480620036;51,43207615;"51,4320761519;5,48062003596"
3837;Jan Smitzlaan;Parkeerplaats;1;5,480039797;51,43183025;"51,4318302544;5,48003979678"
3073;Aletta Jacobsplein;Parkeerplaats;1;5,470888848;51,44377843;"51,44377843;5,47088884788"
3076;Aletta Jacobsplein;Parkeerplaats;1;5,47099159;51,44381627;"51,4438162703;5,47099158975"
3077;Aletta Jacobsplein;Parkeerplaats;1;5,471014951;51,44382501;"51,4438250085;5,47101495092"
3082;Alberdingk Thijmlaan;Parkeerplaats;1;5,483016452;51,42814532;"51,4281453241;5,48301645174"
3089;Aletta Jacobsplein;Parkeerplaats;1;5,470871721;51,44360024;"51,443600242;5,47087172071"
